"","pitchuid","date","gameid","pitchno","first_seen_at","last_updated_at","source_raw_id","time","utcdate","utctime","localdatetime","utcdatetime","hometeam","awayteam","stadium","level","league","gameuid","gameforeignid","hometeamforeignid","awayteamforeignid","system","inning","topbottom","outs","balls","strikes","paofinning","pitchofpa","pitcher","pitcherid","pitcherteam","pitcherthrows","pitcherset","batter","batterid","batterteam","batterside","catcher","catcherid","catcherteam","catcherthrows","taggedpitchtype","autopitchtype","pitchcall","relspeed","spinrate","spinaxis","tilt","extension","effectivevelo","relheight","relside","vertrelangle","horzrelangle","inducedvertbreak","horzbreak","vertbreak","pfxx","pfxz","platelocheight","platelocside","zonespeed","vertapprangle","horzapprangle","zonetime","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","pitchtrajectoryxc0","pitchtrajectoryxc1","pitchtrajectoryxc2","pitchtrajectoryyc0","pitchtrajectoryyc1","pitchtrajectoryyc2","pitchtrajectoryzc0","pitchtrajectoryzc1","pitchtrajectoryzc2","taggedhittype","autohittype","exitspeed","angle","direction","distance","hitspinrate","hitspinaxis","hangtime","bearing","positionat110x","positionat110y","positionat110z","lasttrackeddistance","contactpositionx","contactpositiony","contactpositionz","pitchlastmeasuredx","pitchlastmeasuredy","pitchlastmeasuredz","playresult","korbb","outsonplay","runsscored","notes","playid","maxheight","measuredduration","speeddrop","created_at","updated_at"
"1164","5352dbf0-f7c2-11ef-b42c-61e78e17d63a",2025-03-02,"20250302-BaggettStadium-1",266,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303,1949752,"15:59:07.29",2025-03-02,23:59:07.29,2025-03-02 23:59:07.299533,2025-03-02 23:59:07.299533,"CAL_MUS","SET_PIR","BaggettStadium","D1","BW","040165e2-f3d5-4866-b831-a3be5007d8c4",NA,"471251","471438","v3",8,"Bottom",2,0,0,"3","1","Downing, John","1000213959","SET_PIR","Left","Undefined","Daudet, Zach","1000252019.0","CAL_MUS","Right","Brennan, Jimmy","822511.0","SET_PIR","Right","ChangeUp","Changeup","InPlay",81.27,1399.8,116.9117,"10:00",6.541,80.73,5.483,-2.477,-0.7872,3.078,10.8471,-18.2519,-31.2398,10.632,6.405,2.156,-1.172,73.13,-6.7124,-0.2361,0.46692,2.2704,50,5.415,-5.6874,-117.8535,-2.4604,14.642,26.7463,-23.3533,53.95832,-118.74841,13.37317,5.48424,-1.67895,-11.67663,2.46893,-6.17731,7.32099,"GroundBall","GroundBall",74.93,-6.2352,-2.7008,20.34,NA,204.2163,0.163,1.0603,NA,NA,NA,18.68,2.9291,2.2662,1.1718,NA,NA,NA,"Out","Undefined",1,0,NA,"82ceea0f-49b9-46b2-89b2-9e3a994f6c4c",2.27,NA,8.14,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303
"1165","5534f220-f7b1-11ef-b42c-61e78e17d63a",2025-03-02,"20250302-BaggettStadium-1",73,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303,1949559,"13:57:29.08",2025-03-02,21:57:29.08,2025-03-02 21:57:29.087283,2025-03-02 21:57:29.087283,"CAL_MUS","SET_PIR","BaggettStadium","D1","BW","040165e2-f3d5-4866-b831-a3be5007d8c4",NA,"471251","471438","v3",3,"Top",1,0,0,"4","1","Pearlman, Caden","1000279236","CAL_MUS","Left","Undefined","Ali, Marco","830991.0","SET_PIR","Right","Collins, Jack","1000228996.0","CAL_MUS","Right","Fastball","Changeup","InPlay",87.87,1996.03,108.792,"9:45",6.921,88.08,5.584,-1.858,-1.0744,3.7612,7.6956,-18.8606,-27.6575,11.2345,4.8222,2.299,0,79.34,-6.339,0.3147,0.42794,1.6278,50,5.5075,-7.6894,-127.4819,-3.1528,18.1901,30.1495,-24.3663,53.57917,-128.32553,15.07472,5.58623,-2.47098,-12.18314,1.85008,-8.19846,9.09504,"LineDrive","LineDrive",98.6,12.8261,0.0384,238.39,713.8,190.7256,2.165,1.4795,109.9962,17.7769,0.87,238.39,0.4068,2.1526,-0.0285,NA,NA,NA,"Single","Undefined",0,1,NA,"68757494-224d-473a-a303-f5592da7ef01",18.1,NA,8.54,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303
"1166","55c27d60-f7b7-11ef-b42c-61e78e17d63a",2025-03-02,"20250302-BaggettStadium-1",140,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303,1949626,"14:40:26.99",2025-03-02,22:40:26.99,2025-03-02 22:40:26.995251,2025-03-02 22:40:26.995251,"CAL_MUS","SET_PIR","BaggettStadium","D1","BW","040165e2-f3d5-4866-b831-a3be5007d8c4",NA,"471251","471438","v3",5,"Top",2,0,0,"5","1","Cooper, Troy","1000373330","CAL_MUS","Right","Undefined","Brennan, Jimmy","822511.0","SET_PIR","Right","Collins, Jack","1000228996.0","CAL_MUS","Right","Fastball","Sinker","BallCalled",88.4,1920.46,229.6774,"1:45",6.78,88.12,5.724,1.853,-3.1319,-3.4335,14.1388,15.0888,-21.1793,-9.1583,8.9228,1.092,-0.029,79.63,-7.1969,-0.6832,0.42773,-1.6341,50,5.5114,7.1213,-128.0375,-7.5608,-14.9045,31.2755,-17.6528,53.71983,-128.94293,15.63774,5.72293,-7.0497,-8.82641,-1.84646,7.55277,-7.45224,"Undefined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined","Undefined",0,0,NA,"8c869ae7-dd65-46ec-889b-07d47afa18aa",NA,NA,8.77,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303
"1167","561babd0-f7b5-11ef-b42c-61e78e17d63a",2025-03-02,"20250302-BaggettStadium-1",118,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303,1949604,"14:26:08.29",2025-03-02,22:26:08.29,2025-03-02 22:26:08.298394,2025-03-02 22:26:08.298394,"CAL_MUS","SET_PIR","BaggettStadium","D1","BW","040165e2-f3d5-4866-b831-a3be5007d8c4",NA,"471251","471438","v3",4,"Bottom",1,0,1,"3","2","Hansen, Cole","809588","SET_PIR","Right","Undefined","Hoiland, Cameron","1000256661.0","CAL_MUS","Left","Brennan, Jimmy","822511.0","SET_PIR","Right","ChangeUp","Changeup","BallCalled",83.49,2167.7,256.6873,"2:30",5.95,82.39,6.111,2.19,-3.0221,-4.5071,5.2575,16.5425,-35.1507,-9.9806,3.8978,0.367,-0.621,76.57,-9.4873,-1.5393,0.45752,-1.8403,50,5.8494,8.9101,-120.8215,-7.5168,-14.6795,24.6362,-26.441,54.55355,-121.74647,12.31809,6.11293,-6.52404,-13.22052,-2.18522,9.46128,-7.33977,"Undefined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined","Undefined",0,0,NA,"3b754a9a-b860-42a2-a5d5-9736e7037c2c",NA,NA,6.92,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303
"1168","56604830-f7b0-11ef-b42c-61e78e17d63a",2025-03-02,"20250302-BaggettStadium-1",60,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303,1949546,"13:50:21.55",2025-03-02,21:50:21.55,2025-03-02 21:50:21.553459,2025-03-02 21:50:21.553459,"CAL_MUS","SET_PIR","BaggettStadium","D1","BW","040165e2-f3d5-4866-b831-a3be5007d8c4",NA,"471251","471438","v3",2,"Bottom",2,0,1,"4","2","Hansen, Cole","809588","SET_PIR","Right","Undefined","Daudet, Zach","1000252019.0","CAL_MUS","Right","Brennan, Jimmy","822511.0","SET_PIR","Right","ChangeUp","Changeup","InPlay",83.41,2187.31,230.0055,"1:45",6.077,82.07,6.033,1.924,-1.3754,-4.2341,14.5089,15.4703,-26.2083,-9.4698,8.3717,2.573,-0.712,75.05,-6.3333,-1.4566,0.45926,-1.6042,50,5.913,8.3489,-120.7093,-3.6604,-13.7108,27.5949,-20.0531,54.4229,-121.71617,13.79745,6.03318,-2.92869,-10.02654,-1.91799,8.84918,-6.85538,"FlyBall","FlyBall",100.41,28.6546,-6.0222,379.47,3244.73,174.0214,5.13,-7.6231,109.3655,58.337,-11.7973,377.48,3.5326,2.7781,0.6539,NA,NA,NA,"Out","Undefined",1,0,NA,"43074850-87d6-45fe-a910-964908d2c3ce",86.35,NA,8.36,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303
"1169","58442ac0-f7ad-11ef-b42c-61e78e17d63a",2025-03-02,"20250302-BaggettStadium-1",18,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303,1949504,"13:28:56.24",2025-03-02,21:28:56.24,2025-03-02 21:28:56.244122,2025-03-02 21:28:56.244122,"CAL_MUS","SET_PIR","BaggettStadium","D1","BW","040165e2-f3d5-4866-b831-a3be5007d8c4",NA,"471251","471438","v3",1,"Bottom",0,2,2,"1","5","Hansen, Cole","809588","SET_PIR","Right","Undefined","Vachini, Dante","10281096.0","CAL_MUS","Left","Brennan, Jimmy","822511.0","SET_PIR","Right","ChangeUp","Changeup","InPlay",83.66,2133.85,248.1805,"2:15",5.776,82.15,6.205,1.933,-1.4623,-2.1358,6.8219,13.4145,-33.818,-7.5905,4.3332,2.025,1.063,75.85,-7.7272,0.2687,0.45883,-1.765,50,6.064,3.9935,-121.2994,-4.2038,-11.1425,26.9874,-25.8131,54.72453,-122.34603,13.49371,6.20757,-3.20266,-12.90656,-1.9283,4.42562,-5.57125,"GroundBall","GroundBall",71.38,-52.8557,155.9942,2.39,NA,NA,0.028,-7.7662,NA,NA,NA,2.39,4.0075,2.3689,-1.053,NA,NA,NA,"Out","Undefined",1,0,NA,"6f37cde4-f09e-45a7-aed4-d273f1a61b9b",2.37,NA,7.81,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303
"1170","59bff020-f7bf-11ef-b42c-61e78e17d63a",2025-03-02,"20250302-BaggettStadium-1",231,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303,1949717,"15:37:49.66",2025-03-02,23:37:49.66,2025-03-02 23:37:49.660058,2025-03-02 23:37:49.660058,"CAL_MUS","SET_PIR","BaggettStadium","D1","BW","040165e2-f3d5-4866-b831-a3be5007d8c4",NA,"471251","471438","v3",8,"Top",0,2,1,"1","4","Torres, Jaccob","1000238864","CAL_MUS","Left","Undefined","Frontera, Ryan","1000274078.0","SET_PIR","Right","Collins, Jack","1000228996.0","CAL_MUS","Right","Fastball","Four-Seam","FoulBallNotFieldable",86.22,2275.07,178.5889,"12:00",6.708,86.22,5.61,-1.882,-1.3748,2.2593,22.208,-0.5148,-14.6835,0.9927,12.5589,3.129,0.142,77.89,-4.2705,2.1656,0.43715,1.7321,50,5.5128,-4.9191,-125.1608,-3.2988,1.5527,28.5515,-12.5304,53.7909,-126.02258,14.27575,5.60664,-2.92056,-6.26519,1.88128,-4.96596,0.77634,"Undefined",NA,75.11,64.074,167.942,NA,4317.83,17.9031,NA,NA,NA,NA,NA,30.05,2.0872,3.312,-0.0871,NA,NA,NA,"Undefined","Undefined",0,0,NA,"ada96d55-21b3-4e1a-a474-35c9fc40ad3f",55.66,NA,8.33,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303
"1171","5b3787e0-f7b2-11ef-b42c-61e78e17d63a",2025-03-02,"20250302-BaggettStadium-1",78,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303,1949564,"14:04:48.69",2025-03-02,22:04:48.69,2025-03-02 22:04:48.694835,2025-03-02 22:04:48.694835,"CAL_MUS","SET_PIR","BaggettStadium","D1","BW","040165e2-f3d5-4866-b831-a3be5007d8c4",NA,"471251","471438","v3",3,"Top",2,0,0,"6","1","Cooper, Troy","1000373330","CAL_MUS","Right","Undefined","Brennan, Jimmy","822511.0","SET_PIR","Right","Collins, Jack","1000228996.0","CAL_MUS","Right","Fastball","Changeup","InPlay",88.43,1876.83,219.9188,"1:15",6.883,88.67,5.877,1.938,-2.0765,-3.1381,15.3575,11.809,-19.5271,-7.2714,9.1862,2.353,0.06,79.99,-5.8463,-0.9818,0.4251,-1.7426,50,5.7376,6.6002,-128.2903,-5.1321,-11.9541,29.8995,-17.0722,53.61693,-129.13051,14.94973,5.87508,-4.65236,-8.53609,-1.93282,6.93611,-5.97704,"FlyBall","FlyBall",88.77,33.63,20.1968,295.46,5269.43,211.71,4.714,29.9405,100.3378,64.3174,45.081,288.25,0.8229,2.3279,-0.0443,NA,NA,NA,"Out","Undefined",1,0,NA,"43f8aed2-45e7-40cc-bbde-f72f368345cc",77.68,NA,8.44,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303
"1172","5c65e3d0-f7b4-11ef-b42c-61e78e17d63a",2025-03-02,"20250302-BaggettStadium-1",105,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303,1949591,"14:19:09.64",2025-03-02,22:19:09.64,2025-03-02 22:19:09.644749,2025-03-02 22:19:09.644749,"CAL_MUS","SET_PIR","BaggettStadium","D1","BW","040165e2-f3d5-4866-b831-a3be5007d8c4",NA,"471251","471438","v3",4,"Top",1,3,2,"3","9","Cooper, Troy","1000373330","CAL_MUS","Right","Undefined","Frontera, Ryan","1000274078.0","SET_PIR","Right","Collins, Jack","1000228996.0","CAL_MUS","Right","Fastball","Sinker","FoulBallNotFieldable",89.27,1866,224.6657,"1:30",6.93,89.94,5.78,2.037,-1.7117,-2.5277,13.3229,12.0473,-20.5818,-7.2158,7.9552,2.504,0.738,81.26,-5.661,-0.324,0.41908,-1.8828,50,5.6655,5.2962,-129.7157,-4.403,-12.2011,29.0555,-18.7227,53.57154,-130.51322,14.52774,5.77927,-3.88907,-9.36134,-2.03275,5.63109,-6.10056,"Undefined","GroundBall",94.73,-20.571,-92.0982,7.8,NA,180,0.056,-66.6065,NA,NA,NA,4.65,3.3657,2.76,0.1914,NA,NA,NA,"Undefined","Undefined",0,0,NA,"fe6f80df-ac13-48fe-a124-76c9243f0536",2.76,NA,8.01,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303
"1173","5ce6ef20-f7be-11ef-b42c-61e78e17d63a",2025-03-02,"20250302-BaggettStadium-1",219,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303,1949705,"15:30:45.37",2025-03-02,23:30:45.37,2025-03-02 23:30:45.378765,2025-03-02 23:30:45.378765,"CAL_MUS","SET_PIR","BaggettStadium","D1","BW","040165e2-f3d5-4866-b831-a3be5007d8c4",NA,"471251","471438","v3",7,"Bottom",1,2,0,"3","3","Downing, John","1000213959","SET_PIR","Left","Undefined","Garza, Alejandro","1000279234.0","CAL_MUS","Right","Brennan, Jimmy","822511.0","SET_PIR","Right","Slider","Slider","StrikeCalled",75.35,2209.57,267.3299,"3:00",6.324,74.01,5.209,-2.752,1.5748,-0.2293,2.9502,18.8087,-47.1251,-9.6877,1.6317,2.732,-1.396,66.94,-7.2917,3.1759,0.50931,2.7617,50,5.303,-0.2502,-109.1447,1.6752,-11.2598,25.7292,-30.2776,54.17031,-110.12336,12.86461,5.21735,2.82693,-15.13879,2.7631,0.17814,-5.62991,"Undefined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined","Undefined",0,0,NA,"48d491af-8afd-467d-8d42-10abb4d1ecfa",NA,NA,8.41,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303
"1174","5d196ea0-f7af-11ef-b42c-61e78e17d63a",2025-03-02,"20250302-BaggettStadium-1",46,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303,1949532,"13:43:23.26",2025-03-02,21:43:23.26,2025-03-02 21:43:23.260518,2025-03-02 21:43:23.260518,"CAL_MUS","SET_PIR","BaggettStadium","D1","BW","040165e2-f3d5-4866-b831-a3be5007d8c4",NA,"471251","471438","v3",2,"Top",2,0,1,"3","2","Pearlman, Caden","1000279236","CAL_MUS","Left","Undefined","Frontera, Ryan","1000274078.0","SET_PIR","Right","Collins, Jack","1000228996.0","CAL_MUS","Right","Curveball","Slider","BallCalled",80.83,2070.5,274.0934,"3:15",5.904,80.2,5.685,-1.878,1.8344,1.3574,0.9522,4.5806,-41.6834,-1.9669,0.4203,3.915,-0.236,74.21,-5.8555,2.1793,0.46996,1.7666,50,5.8085,-2.9591,-117.4036,2.4084,-2.7526,21.6746,-31.5859,54.59721,-118.2493,10.83729,5.69047,3.64081,-15.79296,1.87996,-2.85175,-1.3763,"Undefined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined","Undefined",0,0,NA,"69c3ee7a-5617-46d3-9c40-bfaca58b942a",NA,NA,6.62,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303
"1175","5e2e0660-f7c4-11ef-b42c-61e78e17d63a",2025-03-02,"20250302-BaggettStadium-1",290,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303,1949776,"16:13:44.58",2025-03-03,00:13:44.58,2025-03-03 00:13:44.585216,2025-03-03 00:13:44.585216,"CAL_MUS","SET_PIR","BaggettStadium","D1","BW","040165e2-f3d5-4866-b831-a3be5007d8c4",NA,"471251","471438","v3",9,"Bottom",1,3,0,"3","4","Downing, John","1000213959","SET_PIR","Left","Undefined","Garza, Alejandro","1000279234.0","CAL_MUS","Right","Brennan, Jimmy","822511.0","SET_PIR","Right","FourSeamFastBall","Four-Seam","StrikeCalled",87.55,2360.29,141.113,"10:45",6.627,87.52,5.387,-2.715,-0.7612,3.8539,16.1389,-12.0279,-19.6672,7.4577,9.0724,3.049,-0.183,79.35,-4.5446,1.6718,0.43068,2.4578,50,5.3267,-8.0919,-126.9663,-2.1879,12.0727,28.0107,-17.4876,53.87165,-127.81761,14.00535,5.38515,-1.65644,-8.74379,2.70927,-8.45879,6.03633,"Undefined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined","Undefined",0,0,NA,"da6d365c-ca11-4388-9b2e-538cf3a53fb0",NA,NA,8.2,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303
"1176","5ea0e1e0-f7c3-11ef-b42c-61e78e17d63a",2025-03-02,"20250302-BaggettStadium-1",278,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303,1949764,"16:06:35.84",2025-03-03,00:06:35.84,2025-03-03 00:06:35.849933,2025-03-03 00:06:35.849933,"CAL_MUS","SET_PIR","BaggettStadium","D1","BW","040165e2-f3d5-4866-b831-a3be5007d8c4",NA,"471251","471438","v3",9,"Top",2,1,0,"4","2","Sagouspe, Tanner","701693","CAL_MUS","Right","Undefined","Manzo, Tommy","830999.0","SET_PIR","Right","Collins, Jack","1000228996.0","CAL_MUS","Right","ChangeUp","Changeup","BallCalled",82.65,1756.44,204.6271,"12:45",6.002,81.1,6.171,1.421,0.4039,-1.3288,16.7578,6.9382,-24.938,-3.9634,8.8981,4.467,0.767,73.75,-4.3612,-0.0815,0.46475,-1.3196,50,6.1893,2.4902,-119.7152,0.1538,-5.613,28.3093,-19.5725,54.49021,-120.77234,14.15463,6.16986,0.88471,-9.78623,-1.41653,2.6998,-2.80651,"Undefined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined","Undefined",0,0,NA,"075c38e8-d931-48d3-9f21-e5e1c005d432",NA,NA,8.9,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303
"1177","5fa852b0-f7b6-11ef-b42c-61e78e17d63a",2025-03-02,"20250302-BaggettStadium-1",128,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303,1949614,"14:33:34.08",2025-03-02,22:33:34.08,2025-03-02 22:33:34.081434,2025-03-02 22:33:34.081434,"CAL_MUS","SET_PIR","BaggettStadium","D1","BW","040165e2-f3d5-4866-b831-a3be5007d8c4",NA,"471251","471438","v3",4,"Bottom",2,0,0,"8","1","Hansen, Cole","809588","SET_PIR","Right","Undefined","Fenn, Ryan","809917.0","CAL_MUS","Right","Brennan, Jimmy","822511.0","SET_PIR","Right","Slider","Slider","StrikeCalled",80.38,2201.27,149.4543,"11:00",5.498,79.37,6.289,1.845,-0.8265,-2.9169,4.7856,-2.0997,-38.7557,0.3374,2.9944,2.286,-1.061,74.63,-7.8842,-3.2906,0.47492,-1.5878,50,6.1905,6.0281,-116.6971,-2.9891,0.47,19.8817,-28.0031,55.00417,-117.54656,9.94083,6.29266,-1.79261,-14.00154,-1.84491,6.00802,0.23502,"Undefined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined","Undefined",0,0,NA,"865118f7-6459-4362-8ac3-4743e523d1fb",NA,NA,5.75,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303
"1178","61263bf0-f7bd-11ef-b42c-61e78e17d63a",2025-03-02,"20250302-BaggettStadium-1",209,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303,1949695,"15:23:43.10",2025-03-02,23:23:43.10,2025-03-02 23:23:43.107379,2025-03-02 23:23:43.107379,"CAL_MUS","SET_PIR","BaggettStadium","D1","BW","040165e2-f3d5-4866-b831-a3be5007d8c4",NA,"471251","471438","v3",7,"Top",1,0,0,"3","1","Torres, Jaccob","1000238864","CAL_MUS","Left","Undefined","Milewski, Kevin","1000274077.0","SET_PIR","Right","Collins, Jack","1000228996.0","CAL_MUS","Right","Fastball","Four-Seam","InPlay",88.34,2310.3,148.0325,"11:00",6.63,87.65,5.735,-1.992,-1.5753,3.1649,24.1284,-14.1779,-11.5752,8.5657,13.6339,3.325,-0.273,78.75,-3.9273,0.59,0.43006,1.7831,50,5.6225,-6.5263,-127.9941,-3.7033,13.8438,32.7558,-10.1391,53.86826,-128.98024,16.37789,5.72935,-3.39803,-5.06956,1.98586,-6.94309,6.92189,"Popup","Popup",77.11,72.6892,4.1334,61.17,NA,182.6825,5.655,15.137,NA,NA,NA,31.7,1.3252,3.8827,-0.1494,NA,NA,NA,"Out","Undefined",1,0,NA,"8dcae154-985d-42e7-ab25-765beb5d3b03",135.99,NA,9.59,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303
"1179","61ba7ef0-f7b8-11ef-b42c-61e78e17d63a",2025-03-02,"20250302-BaggettStadium-1",153,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303,1949639,"14:47:56.56",2025-03-02,22:47:56.56,2025-03-02 22:47:56.562278,2025-03-02 22:47:56.562278,"CAL_MUS","SET_PIR","BaggettStadium","D1","BW","040165e2-f3d5-4866-b831-a3be5007d8c4",NA,"471251","471438","v3",5,"Bottom",1,0,2,"3","3","Hansen, Cole","809588","SET_PIR","Right","Undefined","Murray, Casey","1000127521.0","CAL_MUS","Right","Brennan, Jimmy","822511.0","SET_PIR","Right","ChangeUp","Changeup","FoulBallNotFieldable",80.69,2173.5,241.2101,"2:00",6.181,79.78,6.063,2.057,-1.013,-2.4943,10.2725,15.8456,-32.8174,-9.0597,6.0859,2.392,1.073,72.98,-7.1721,0.3657,0.47245,-1.8768,50,5.9696,4.5179,-117.0313,-3.0173,-12.3577,25.4833,-23.8727,54.31879,-117.96792,12.74165,6.06438,-2.13985,-11.93635,-2.05115,4.9721,-6.17884,"Undefined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined","Undefined",0,0,NA,"f94a3d98-39b0-4f15-b295-df1b96ce8417",NA,NA,7.71,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303
"1180","6443f9e0-f7c1-11ef-b42c-61e78e17d63a",2025-03-02,"20250302-BaggettStadium-1",255,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303,1949741,"15:52:26.38",2025-03-02,23:52:26.38,2025-03-02 23:52:26.386022,2025-03-02 23:52:26.386022,"CAL_MUS","SET_PIR","BaggettStadium","D1","BW","040165e2-f3d5-4866-b831-a3be5007d8c4",NA,"471251","471438","v3",8,"Top",2,2,2,"7","7","Sagouspe, Tanner","701693","CAL_MUS","Right","Undefined","Brennan, Jimmy","822511.0","SET_PIR","Right","Collins, Jack","1000228996.0","CAL_MUS","Right","Fastball","Four-Seam","FoulBallNotFieldable",91.06,2396.08,183.4986,"12:00",5.768,89.45,6.316,1.201,-3.4155,-2.1314,22.9657,1.33,-11.312,-1.3245,13.0787,2.189,-0.672,82.5,-5.6287,-1.8936,0.42138,-1.0257,50,6.0265,4.8471,-131.8249,-8.1365,-2.3095,30.4064,-9.3693,54.72991,-132.91138,15.20322,6.31124,-7.80175,-4.68465,-1.20034,4.92957,-1.15473,"Undefined","LineDrive",72.15,23.916,157.6868,154.99,3753.94,303.5146,2.043,167.6302,-105.8289,18.5641,30.004,59.3,0.5466,2.0547,0.6921,NA,NA,NA,"Undefined","Undefined",0,0,NA,"19789f7d-f7c0-4f46-b089-3985fdf323c0",21.36,NA,8.56,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303
"1181","645b6460-f7bf-11ef-b42c-61e78e17d63a",2025-03-02,"20250302-BaggettStadium-1",232,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303,1949718,"15:38:07.44",2025-03-02,23:38:07.44,2025-03-02 23:38:07.444,2025-03-02 23:38:07.444,"CAL_MUS","SET_PIR","BaggettStadium","D1","BW","040165e2-f3d5-4866-b831-a3be5007d8c4",NA,"471251","471438","v3",8,"Top",0,2,2,"1","5","Torres, Jaccob","1000238864","CAL_MUS","Left","Undefined","Frontera, Ryan","1000274078.0","SET_PIR","Right","Collins, Jack","1000228996.0","CAL_MUS","Right","ChangeUp","Changeup","StrikeSwinging",81.85,1668.91,134.544,"10:30",6.481,81.51,5.489,-2.035,-1.3654,3.4362,12.6247,-11.3566,-28.6596,7.0066,7.4599,1.844,0.177,74.29,-6.7851,1.3785,0.46245,1.7979,50,5.3801,-6.7165,-118.681,-3.6072,9.8817,25.081,-21.6531,54.01793,-119.52713,12.54052,5.48943,-2.87676,-10.82656,2.03011,-7.04983,4.94084,"Undefined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined","Strikeout",0,0,NA,"7ccf15c9-27c7-46cf-be85-6137116ea7a3",NA,NA,7.56,2026-01-23 19:43:38.91303,2026-01-23 19:43:38.91303
"1182","25c5a220-eb43-11ef-8444-13c39502675d",2025-02-14,"20250214-UCLA-1",136,2026-01-23 18:54:08.610753,2026-01-23 18:54:08.610753,1592939,"18:18:29.52",2025-02-15,02:18:29.52,2025-02-15 02:18:29.52233,2025-02-15 02:18:29.52233,"UCLA","CAL_MUS","UCLA","D1","BIG10","e0f18ef0-4a0f-48cf-8bb8-97fa747d3a90",NA,"5048","471251","v3",4,"Top",2,1,0,"3","2","Delvecchio, Cody","805149","UCLA","Right","Undefined","Castellon, Nate","1000339010","CAL_MUS","Right","Dugger, Cashel","814158","UCLA","Right","Fastball","Four-Seam","StrikeCalled",93.57,2480.64,209.9834,"1:00",5.345,91.37,5.956,1.153,-2.1341,-1.2167,22.1375,12.1155,-10.7152,-6.3897,12.0268,3.06,1.021,84.73,-4.225,0.935,0.41253,-1.0525,50,5.7565,2.2907,-135.5971,-5.3289,-11.8076,31.7174,-9.9493,55.15388,-136.79731,15.85869,5.95098,-4.95238,-4.97467,-1.14763,2.73747,-5.90382,"Undefined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined","Undefined",0,0,NA,"d10c6b86-e3a6-4c9b-a8b7-34f2da710236",NA,NA,8.84,2026-01-23 18:54:08.610753,2026-01-23 18:54:08.610753
